year,winner,gender,country,time,marathon
2005,Philip Manyim,Male,Kenya,02:07:41,Berlin
2005,Noguchi,Female,Japan,02:19:12,Berlin
2005,Hailu Negussie,Male,Ethiopia,02:11:44,Boston
2005,Catherine Ndereba,Female,Kenya,02:25:12,Boston
2005,Paul Tergat,Male,Kenya,02:09:30,NYC
2005,Jelena Prokopcuka,Female,Latvia,02:24:41,NYC
2005,Martin Lel,Male,Kenya,02:07:35,London
2005,Paula Radcliffe,Female,United Kingdom,02:17:42,London
2005,Felix Limo,Male,Kenya,02:07:02,Chicago
2005,Deena Kastor,Female,United States,02:21:25,Chicago
