,year,winner,gender,country,time,marathon
0,1990,Steve Moneghetti,Male,Australia,02:08:16,Berlin
1,1990,Uta Pippig,Female,Germany,02:28:37,Berlin
2,1990,Gelindo Bordin,Male,Italy,02:08:19,Boston
3,1990,Rosa Mota,Female,Portugal,02:25:24,Boston
4,1990,Douglas Wakiihuri,Male,Kenya,02:12:39,NYC
5,1990,Wanda Panfil,Female,Poland,02:30:45,NYC
6,1990,Allister Hutton,Male,United Kingdom,02:10:10,London
7,1990,Wanda Panfil,Female,Poland,02:26:31,London
8,1990,Mart�n Pitayo,Male,Mexico,02:09:41,Chicago
9,1990,Aurora Cunha,Female,Portugal,02:30:11,Chicago
0,1991,Steve Brace,Male,United Kingdom,02:10:57,Berlin
1,1991,Renata Kokowska,Female,Poland,02:27:36,Berlin
2,1991,Ibrahim Hussein,Male,Kenya,02:11:06,Boston
3,1991,Wanda Panfil,Female,Poland,02:24:18,Boston
4,1991,Salvador Garc�a,Male,Mexico,02:09:28,NYC
5,1991,Liz McColgan,Female,United Kingdom,02:27:32,NYC
6,1991,Yakov Tolstikov,Male,Soviet Union,02:09:17,London
7,1991,Rosa Mota,Female,Portugal,02:26:14,London
8,1991,Joseildo Rocha,Male,Brazil,02:14:33,Chicago
9,1991,Midde Hamrin,Female,Sweden,02:36:21,Chicago
0,1992,David Tsebe,Male,South Africa,02:08:07,Berlin
1,1992,Uta Pippig,Female,Germany,02:30:22,Berlin
2,1992,Ibrahim Hussein,Male,Kenya,02:08:14,Boston
3,1992,Olga Markova,Female,Russia,02:23:43,Boston
4,1992,Willie Mtolo,Male,South Africa,02:09:29,NYC
5,1992,Lisa Ondieki,Female,Australia,02:24:40,NYC
6,1992,Ant�nio Pinto,Male,Portugal,02:10:02,London
7,1992,Katrin D�rre-Heinig,Female,Germany,02:29:39,London
8,1992,Jos� Cesar de Souza,Male,Brazil,02:16:14,Chicago
9,1992,Linda Somers,Female,United States,02:37:41,Chicago
0,1993,Xolile Yawa,Male,South Africa,02:10:57,Berlin
1,1993,Renata Kokowska,Female,Poland,02:26:20,Berlin
2,1993,Cosmas Ndeti,Male,Kenya,02:09:33,Boston
3,1993,Olga Markova,Female,Russia,02:25:27,Boston
4,1993,Andr�s Espinosa,Male,Mexico,02:10:04,NYC
5,1993,Uta Pippig,Female,Germany,02:26:24,NYC
6,1993,Eamonn Martin,Male,United Kingdom,02:10:50,London
7,1993,Katrin D�rre-Heinig,Female,Germany,02:27:09,London
8,1993,Lu�z Ant�nio,Male,Brazil,02:13:14,Chicago
9,1993,Ritva Lemettinen,Female,Finland,02:33:18,Chicago
0,1994,Ant�nio Pinto,Male,Portugal,02:08:31,Berlin
1,1994,Katrin D�rre-Heinig,Female,Germany,02:25:15,Berlin
2,1994,Cosmas Ndeti,Male,Kenya,02:07:15,Boston
3,1994,Uta Pippig,Female,Germany,02:21:45,Boston
4,1994,Germ�n Silva,Male,Mexico,02:11:21,NYC
5,1994,Tegla Loroupe,Female,Kenya,02:27:37,NYC
6,1994,Dionicio Cer�n,Male,Mexico,02:08:53,London
7,1994,Katrin D�rre-Heinig,Female,Germany,02:32:34,London
8,1994,Lu�z Ant�nio,Male,Brazil,02:11:16,Chicago
9,1994,Kristy Johnston,Female,United States,02:31:34,Chicago
0,1995,Sammy Lelei,Male,Kenya,02:07:02,Berlin
1,1995,Uta Pippig,Female,Germany,02:25:37,Berlin
2,1995,Cosmas Ndeti,Male,Kenya,02:09:22,Boston
3,1995,Uta Pippig,Female,Germany,02:25:11,Boston
4,1995,Germ�n Silva,Male,Mexico,02:11:00,NYC
5,1995,Tegla Loroupe,Female,Kenya,02:28:06,NYC
6,1995,Dionicio Cer�n,Male,Mexico,02:08:30,London
7,1995,Malgorzata Sobanska,Female,Poland,02:27:43,London
8,1995,Eamonn Martin,Male,United Kingdom,02:11:18,Chicago
9,1995,Ritva Lemettinen,Female,Finland,02:28:27,Chicago
0,1996,Abel Ant�n,Male,Spain,02:09:15,Berlin
1,1996,Colleen De Reuck,Female,South Africa,02:26:35,Berlin
2,1996,Moses Tanui,Male,Kenya,02:09:15,Boston
3,1996,Uta Pippig,Female,Germany,02:27:12,Boston
4,1996,Giacomo Leone,Male,Italy,02:09:54,NYC
5,1996,Anuta Catuna,Female,Romania,02:28:18,NYC
6,1996,Dionicio Cer�n,Male,Mexico,02:10:00,London
7,1996,Liz McColgan,Female,United Kingdom,02:27:54,London
8,1996,Paul Evans,Male,United Kingdom,02:08:52,Chicago
9,1996,Marian Sutton,Female,United Kingdom,02:30:41,Chicago
0,1997,Elijah Lagat,Male,Kenya,02:07:41,Berlin
1,1997,Catherina McKiernan,Female,Ireland,02:23:44,Berlin
2,1997,Lameck Aguta,Male,Kenya,02:10:34,Boston
3,1997,Fatuma Roba,Female,Ethiopia,02:26:23,Boston
4,1997,John Kagwe,Male,Kenya,02:08:12,NYC
5,1997,Franziska Rochat-Moser,Female,Switzerland,02:28:43,NYC
6,1997,Ant�nio Pinto,Male,Portugal,02:07:55,London
7,1997,Joyce Chepchumba,Female,Kenya,02:26:51,London
8,1997,Khalid Khannouchi,Male,Morocco,02:07:10,Chicago
9,1997,Marian Sutton,Female,United Kingdom,02:29:03,Chicago
0,1998,Ronaldo da Costa,Male,Brazil,02:06:05,Berlin
1,1998,Marleen Renders,Female,Belgium,02:25:22,Berlin
2,1998,Moses Tanui,Male,Kenya,02:07:34,Boston
3,1998,Fatuma Roba,Female,Ethiopia,02:23:21,Boston
4,1998,John Kagwe,Male,Kenya,02:08:45,NYC
5,1998,Franca Fiacconi,Female,Italy,02:25:17,NYC
6,1998,Abel Ant�n,Male,Spain,02:07:57,London
7,1998,Catherina McKiernan,Female,Ireland,02:26:26,London
8,1998,Ondoro Osoro,Male,Kenya,02:06:54,Chicago
9,1998,Joyce Chepchumba,Female,Kenya,02:23:57,Chicago
0,1999,Josephat Kiprono,Male,Kenya,02:06:44,Berlin
1,1999,Tegla Loroupe,Female,Kenya,02:20:43,Berlin
2,1999,Joseph Chebet,Male,Kenya,02:09:52,Boston
3,1999,Fatuma Roba,Female,Ethiopia,02:23:25,Boston
4,1999,Joseph Chebet,Male,Kenya,02:09:14,NYC
5,1999,Adriana Fernandez,Female,Mexico,02:25:06,NYC
6,1999,Abdelkader El Mouaziz,Male,Morocco,02:07:57,London
7,1999,Joyce Chepchumba,Female,Kenya,02:23:22,London
8,1999,Khalid Khannouchi,Male,Morocco,02:05:42,Chicago
9,1999,Joyce Chepchumba,Female,Kenya,02:25:59,Chicago
0,2000,Simon Biwott,Male,Kenya,02:07:42,Berlin
1,2000,Kazumi Matsuo,Female,Japan,02:26:15,Berlin
2,2000,Elijah Lagat,Male,Kenya,02:09:47,Boston
3,2000,Catherine Ndereba,Female,Kenya,02:26:11,Boston
